실제값,예측값
6.7,6.704000000000004
4.0,5.741000000000002
0.6,1.2420000000000002
24.1,24.083000000000002
25.5,23.674999999999997
3.9,3.9029999999999996
7.3,7.461
3.7,3.1740000000000013
27.2,27.101
19.9,23.155000000000005
-2.2,-2.4590000000000005
-3.5,-1.7020000000000002
11.6,13.169999999999998
28.0,28.837999999999997
19.3,17.941999999999997
-5.0,-4.6170000000000035
25.1,23.631000000000004
9.7,9.557999999999998
18.5,18.951000000000008
6.1,3.9490000000000007
15.8,16.282000000000004
19.8,19.294999999999998
20.6,21.03599999999999
2.8,4.066000000000002
-1.9,-2.0860000000000007
25.9,26.14200000000001
23.9,22.605999999999995
-2.3,-2.5359999999999996
30.6,30.006
10.5,8.841000000000003
17.5,21.115000000000006
0.1,0.47599999999999976
19.2,20.018999999999995
25.3,24.848
-3.2,-3.8280000000000003
27.2,26.420000000000005
27.6,28.049000000000007
29.8,30.73399999999999
31.5,28.599000000000014
5.2,4.149000000000003
26.8,27.035999999999994
4.8,5.158999999999999
24.9,24.372999999999994
13.5,12.913000000000004
0.0,-0.7089999999999997
33.0,33.15499999999999
27.5,27.906
11.0,7.136000000000004
16.7,17.19900000000001
26.7,26.486999999999966
22.8,23.18300000000002
27.6,27.421999999999993
3.5,3.472000000000001
9.0,7.954999999999997
-12.4,-11.994000000000007
6.4,6.620999999999998
9.6,9.300999999999998
10.7,11.947999999999997
11.7,13.229000000000001
28.6,30.78500000000001
24.2,24.157999999999998
11.1,11.041000000000004
7.1,7.367999999999996
24.5,24.09699999999999
6.1,6.232000000000002
7.0,6.285
24.9,24.705000000000005
10.8,10.374999999999995
-2.2,-1.6590000000000003
4.9,5.174000000000002
14.5,15.735000000000003
1.5,2.443000000000001
-1.8,-2.7579999999999996
5.6,6.0219999999999985
6.7,5.831000000000001
13.0,13.186000000000005
21.6,21.84
16.7,16.277
23.3,21.923000000000005
18.3,18.048
8.3,8.838
23.7,23.706
25.5,26.54199999999998
22.8,22.376000000000005
8.6,9.233000000000002
16.2,14.251999999999999
19.1,19.237
-1.5,-1.1219999999999994
20.0,19.563
8.6,9.591000000000001
10.7,10.84099999999999
13.5,13.503999999999994
17.7,18.511999999999993
13.1,12.980999999999996
19.3,19.638
8.7,8.719000000000003
1.2,0.8829999999999998
17.4,16.09900000000001
12.9,12.136
25.2,25.219
10.6,10.067000000000002
30.2,27.53499999999999
23.7,24.674000000000007
23.6,23.292999999999996
11.0,11.288000000000004
-2.8,0.7980000000000003
19.1,19.583000000000002
2.3,3.4220000000000006
-2.4,-2.846
23.7,24.718999999999998
3.4,3.8540000000000005
17.2,17.443
8.6,7.110000000000001
-1.8,-2.6140000000000003
15.7,17.483
23.0,22.320999999999994
19.1,19.436999999999998
0.2,-0.22599999999999987
23.2,24.415
4.6,5.364000000000001
28.0,27.762999999999998
23.6,23.148000000000003
9.3,9.804999999999998
20.6,19.10199999999999
21.0,21.217999999999996
1.5,1.092
23.8,23.717000000000006
4.0,4.585000000000001
26.0,27.929000000000006
25.0,24.28500000000001
16.0,17.069000000000006
19.1,18.889
11.1,11.979999999999997
15.4,14.042999999999996
10.0,10.011999999999995
12.8,12.835999999999997
-6.8,-6.593000000000001
-7.5,-6.740999999999997
10.0,9.658999999999999
12.7,12.308
14.7,15.057000000000002
9.4,9.254999999999999
23.6,22.897
-6.3,-6.060999999999996
1.5,2.8870000000000005
29.1,28.227999999999998
0.8,0.6360000000000001
18.7,17.215999999999998
27.4,27.83200000000001
20.0,21.261999999999997
16.0,14.816
15.3,14.845999999999995
12.4,10.533999999999997
1.6,1.4469999999999998
7.1,7.041000000000002
32.9,32.035
27.9,27.576000000000004
8.4,8.898999999999997
1.5,-0.026000000000000034
14.9,14.723999999999995
25.5,24.988999999999987
1.1,1.8660000000000008
12.1,10.088000000000003
3.2,3.4920000000000027
-6.4,-5.668000000000002
16.7,18.712000000000003
15.4,15.825000000000005
-0.3,-0.8440000000000002
7.8,8.551
31.1,28.29799999999999
20.6,20.42600000000001
9.2,8.712999999999992
24.8,25.224999999999994
16.3,16.216999999999995
1.2,2.833000000000001
4.3,3.3469999999999986
-7.9,-8.02
-4.2,-3.313999999999999
-4.5,-3.691
8.8,9.634
16.0,15.968000000000004
22.5,22.53900000000001
28.2,29.028000000000006
5.8,6.283000000000002
20.6,20.736000000000004
25.6,25.614000000000004
19.0,19.600000000000005
24.8,24.94499999999999
28.0,27.359
13.6,13.301999999999998
-0.5,-0.34100000000000014
8.2,6.808999999999997
9.4,8.455000000000004
2.4,0.9710000000000001
30.3,28.026000000000007
20.7,20.25700000000001
9.4,9.539999999999994
3.7,0.21100000000000005
27.9,27.186999999999998
8.9,8.851
18.0,17.713999999999988
17.8,17.240000000000006
3.1,3.2820000000000005
8.5,8.459
5.9,6.707000000000001
22.6,23.271000000000004
14.0,13.854000000000003
4.0,4.203999999999999
20.7,20.68
-3.2,-3.103999999999999
9.4,8.511000000000005
25.3,23.019999999999996
24.2,24.029999999999994
19.2,19.174999999999997
-2.8,-2.287000000000001
18.0,19.464999999999996
17.1,17.195000000000007
23.6,24.46
-3.8,-3.3199999999999985
6.1,6.014000000000005
-7.4,-6.581
23.2,23.739999999999995
17.1,12.411000000000001
-1.5,-2.1270000000000002
-3.0,-2.052
20.0,20.094
21.5,21.486
22.2,21.934000000000005
25.9,26.342000000000013
19.2,18.10099999999999
-14.0,-12.613000000000001
6.1,6.952000000000003
23.1,23.779999999999994
24.6,25.576999999999988
-8.5,-8.423
-3.8,-4.077000000000002
5.0,5.2059999999999995
-2.9,-2.2749999999999995
29.7,29.615999999999985
2.9,2.7720000000000002
11.4,12.014000000000001
-7.7,-6.733
7.1,7.583999999999995
6.9,5.031999999999997
-0.4,-1.3049999999999997
21.6,21.462000000000007
25.8,25.346
21.9,21.338
1.6,3.2589999999999977
11.9,12.446999999999997
24.2,24.478000000000005
-4.3,-4.530999999999998
16.6,16.538
10.6,10.834999999999996
21.3,21.491
1.7,1.6640000000000001
-1.2,2.3199999999999994
6.1,8.954999999999998
14.1,12.655
20.6,20.671999999999993
10.5,10.933000000000009
13.8,13.748000000000005
22.8,22.723000000000006
7.8,8.157000000000004
6.4,5.275
26.8,25.928000000000008
27.7,26.64600000000001
19.9,19.656000000000002
18.0,18.340000000000003
3.8,4.176999999999999
13.3,13.393999999999997
3.9,4.685999999999999
22.7,22.78
5.2,7.7829999999999995
27.4,27.760000000000005
17.6,18.824
24.7,25.865999999999996
9.9,7.834999999999997
24.5,24.6
25.2,25.769999999999996
2.0,2.4530000000000003
2.5,1.8649999999999998
29.7,29.57299999999999
30.7,30.82099999999999
20.2,20.526000000000003
10.6,10.714999999999998
31.8,33.144999999999996
20.0,19.445
6.0,6.456999999999998
19.7,20.515000000000004
14.8,13.766999999999996
7.1,6.272999999999997
24.3,24.644000000000005
14.9,13.894999999999996
14.3,14.822999999999993
21.1,21.211999999999986
30.1,28.493999999999993
12.8,12.911000000000003
10.6,10.986999999999998
7.3,7.438999999999997
15.2,16.865
21.1,21.785000000000004
5.8,5.719999999999999
21.4,20.567999999999998
20.8,21.111
31.4,26.941000000000003
0.7,-0.31300000000000006
3.0,3.1050000000000018
2.1,1.9289999999999998
26.6,24.849
15.4,15.03499999999999
20.3,20.273999999999997
-0.9,-0.5679999999999998
9.1,8.709000000000001
26.0,25.253
5.2,6.343999999999998
16.8,16.967999999999996
22.4,21.774
25.2,23.190999999999995
25.5,24.643999999999995
17.5,15.744000000000002
2.9,3.4989999999999988
24.7,24.656000000000002
29.2,27.807999999999996
7.3,7.271999999999999
30.4,29.607999999999993
10.2,11.752999999999993
25.3,24.24
18.5,14.906
21.5,21.346999999999994
26.2,25.195000000000004
4.2,6.069000000000001
3.1,3.636000000000001
7.0,8.322999999999995
10.8,10.616000000000003
-4.3,-3.2020000000000004
12.5,12.740999999999994
17.6,17.161999999999995
10.8,11.618
18.5,18.556
16.8,16.891
15.5,14.887000000000002
30.0,30.673000000000005
15.5,17.149000000000015
10.3,11.939999999999996
0.4,1.4840000000000007
3.0,4.45
14.4,15.512999999999995
5.8,6.347000000000001
19.3,19.218999999999998
-0.2,-0.3280000000000002
3.1,3.201000000000002
25.6,25.769000000000002
31.7,32.05500000000001
17.9,18.506000000000014
15.9,13.943
-9.0,-9.175
-3.1,-2.654
4.9,5.564000000000001
9.6,9.606999999999998
9.6,9.959000000000005
27.2,27.474999999999994
18.2,18.39399999999999
6.3,6.362000000000005
5.2,4.015000000000003
25.7,24.868999999999975
21.9,22.879999999999992
22.9,22.243999999999986
16.2,15.737000000000007
19.8,20.792999999999996
14.2,14.233999999999991
23.9,23.751000000000005
22.5,22.457000000000004
19.8,20.553
26.9,26.748
28.9,27.92399999999999
13.6,15.701000000000008
14.5,12.706000000000008
11.8,12.434999999999997
24.4,26.236999999999984
16.4,14.725000000000005
25.9,27.230999999999995
22.2,21.947999999999993
5.4,6.601
2.4,2.3870000000000005
5.9,3.417000000000001
23.6,23.499000000000006
9.0,9.953000000000001
22.2,23.268
14.3,15.056000000000008
26.5,26.01399999999998
8.4,9.192999999999994
21.1,20.700000000000014
-0.5,0.43800000000000006
16.5,16.879000000000005
17.6,18.154999999999994
19.7,19.021000000000004
18.5,18.287000000000003
27.9,28.219
23.2,23.988999999999997
17.8,17.095000000000002
1.8,0.3890000000000001
19.0,18.492
-7.7,-7.755999999999999
9.1,7.461999999999997
0.8,0.6290000000000001
9.3,9.544999999999998
21.3,21.139000000000006
0.2,0.6929999999999994
4.0,5.245
1.8,3.401
13.8,14.474999999999998
26.4,26.94900000000001
21.0,19.000000000000004
11.7,11.438999999999997
26.3,26.539999999999992
5.7,5.203
23.3,25.635999999999978
18.6,19.47
19.2,19.019999999999996
13.8,14.012999999999987
19.6,19.197999999999993
16.5,16.509999999999994
27.2,27.170000000000005
6.6,7.520999999999999
24.8,24.541000000000004
19.7,20.229000000000006
2.0,1.8919999999999992
13.0,11.269000000000004
23.0,22.573
1.2,2.8280000000000003
5.7,5.172
9.4,9.318999999999999
0.5,1.0040000000000007
20.9,21.171000000000003
8.5,8.056999999999999
28.2,28.48099999999998
13.1,14.357000000000001
4.9,3.787999999999999
13.7,14.55399999999999
10.6,10.721000000000002
21.7,22.103000000000012
26.1,25.759999999999994
20.0,20.956999999999997
24.5,24.801999999999985
17.7,18.747999999999998
-4.4,-4.070999999999999
17.5,17.493999999999993
5.8,5.675
12.5,12.209000000000001
10.4,11.114999999999998
20.9,24.563000000000002
5.8,5.812
-2.1,-1.107
4.9,5.213000000000001
7.3,8.418
24.9,25.686
8.1,6.154000000000005
3.2,2.7829999999999995
24.6,25.095999999999993
13.0,10.988999999999999
-1.1,0.39800000000000013
20.9,22.171999999999993
24.4,25.073999999999998
21.0,20.54
11.5,10.272000000000002
27.3,27.260999999999996
-3.4,-4.286999999999997
12.9,14.046999999999999
2.7,2.6079999999999988
7.0,7.150999999999999
31.3,30.68800000000002
25.0,22.40300000000001
11.4,12.868000000000004
23.0,23.975999999999985
14.8,14.998999999999997
31.9,31.87399999999999
20.1,19.347000000000005
23.2,23.081999999999994
14.8,14.714999999999998
-0.3,-0.2460000000000002
22.1,21.98
28.4,28.676000000000002
19.5,20.034000000000006
1.7,1.501
5.7,5.715999999999999
14.1,14.898999999999996
5.6,6.390000000000004
1.4,1.6109999999999993
21.8,21.634999999999994
9.4,7.887999999999998
23.6,23.504999999999992
25.5,25.383999999999983
21.3,22.671000000000003
23.7,23.614000000000004
19.4,19.851999999999997
13.1,13.604000000000003
15.1,14.429000000000004
5.2,6.495000000000001
-4.9,-3.0620000000000003
16.4,16.253000000000007
-1.3,0.434
4.3,3.8970000000000002
-1.8,-1.013
-1.6,-1.3749999999999991
-8.1,-7.595999999999995
4.1,4.2490000000000006
8.4,8.762000000000002
18.4,18.007999999999996
23.2,23.93799999999999
23.0,23.634
21.6,21.384000000000004
-2.2,-1.761
-3.4,-3.3309999999999995
-0.6,-0.306
13.4,12.668999999999997
-2.9,-3.048
3.5,4.179000000000003
24.1,24.83900000000001
5.0,4.592999999999998
-7.5,-7.413000000000003
26.4,26.098000000000006
17.4,18.344000000000005
10.7,10.645999999999999
26.0,25.419000000000015
10.6,10.107999999999999
-2.7,-0.15099999999999997
14.5,13.032999999999998
27.1,26.95599999999999
9.1,9.461999999999998
17.5,16.712
-5.1,-4.343999999999999
-2.9,-2.2170000000000005
30.0,30.48199999999999
0.4,2.792
7.0,7.116999999999999
1.9,1.6099999999999994
22.2,20.664
-5.4,-5.279999999999998
12.8,12.612
28.8,28.41500000000001
33.2,33.817000000000014
22.3,23.235
2.0,0.06500000000000002
17.9,17.621
26.6,26.021000000000008
27.6,27.72500000000001
27.3,26.889
-1.2,-1.4740000000000006
21.7,21.299
22.7,22.410999999999998
13.5,12.982999999999995
24.7,24.39
17.1,16.977999999999987
11.6,12.088000000000001
3.0,2.5589999999999993
4.7,3.2179999999999995
16.8,15.511000000000006
33.5,32.599999999999994
26.3,25.820999999999994
27.7,26.524999999999995
21.7,22.199000000000005
26.7,26.662999999999993
15.0,14.214999999999998
25.9,25.64399999999999
19.4,18.968000000000004
6.8,8.466
25.2,25.76399999999999
4.9,5.78
20.4,22.838999999999995
20.9,20.974999999999994
1.8,2.062000000000001
12.6,11.901999999999997
23.4,23.883000000000003
10.2,9.977999999999996
23.1,24.725999999999996
20.0,20.44
0.0,0.37900000000000006
3.2,2.463999999999999
21.9,21.920999999999985
15.8,15.419999999999993
21.8,21.441000000000003
-0.4,0.8899999999999997
10.4,10.358000000000006
7.6,7.953000000000004
19.1,18.96899999999999
19.8,19.397000000000002
30.5,29.06
4.1,5.893
-10.2,-9.28099999999999
8.5,9.458
19.0,19.198
10.0,8.573
-4.0,-4.107
21.0,20.353000000000005
19.5,19.528999999999993
30.7,30.977000000000007
12.2,14.589999999999998
12.7,12.929
6.1,3.6969999999999983
21.3,21.304999999999993
8.9,9.233000000000006
26.0,26.419000000000004
-5.0,-1.8029999999999995
12.8,12.546000000000003
11.5,11.395000000000003
9.1,10.286000000000003
23.2,22.835
20.2,20.651
19.7,19.500000000000014
11.2,10.706000000000003
24.6,24.460000000000008
26.9,25.993000000000002
13.5,13.726000000000004
-4.4,-4.508000000000001
25.3,25.033
24.6,23.45599999999999
7.8,8.372
17.6,17.684000000000005
7.6,6.197
5.3,6.560999999999999
10.8,11.046000000000008
8.5,8.778999999999998
22.8,23.031999999999993
21.4,21.42000000000001
27.5,27.460999999999995
24.3,24.855000000000004
0.6,0.7530000000000002
0.7,1.5469999999999993
11.4,10.524000000000001
13.8,12.152000000000005
3.7,3.912999999999999
10.8,9.881999999999998
19.1,18.575999999999986
-4.6,-5.655000000000001
4.9,2.7159999999999997
-6.3,-6.362000000000002
8.5,8.382000000000003
32.5,32.72800000000001
3.0,3.292000000000001
28.8,28.17699999999999
16.8,19.114000000000004
3.7,3.552999999999999
-7.8,-7.284
17.4,17.60900000000001
1.9,4.748000000000001
-2.8,-2.7559999999999985
5.6,4.661999999999999
0.7,1.3690000000000004
17.4,16.845000000000006
20.9,20.813000000000002
16.7,17.528000000000006
19.6,20.58
8.8,9.159000000000002
2.1,2.5439999999999996
21.9,23.40899999999998
24.8,24.237
27.2,27.351999999999993
15.9,16.188999999999993
20.5,19.780999999999995
26.2,25.903
22.7,22.71899999999999
33.9,33.363999999999976
-2.3,-2.360000000000002
5.8,4.339000000000003
-8.8,-8.485000000000005
2.1,1.7620000000000011
13.1,13.356000000000009
9.4,9.664000000000005
-3.3,-3.793000000000001
-3.5,-3.709999999999998
11.3,11.756000000000004
30.9,27.67399999999999
12.9,13.623
20.5,20.094000000000005
5.3,7.606
20.4,19.864
16.7,17.633000000000003
11.1,11.751999999999999
27.5,27.801000000000002
5.4,8.020999999999997
20.4,20.901000000000007
25.4,25.031
1.2,0.4729999999999999
2.3,2.1350000000000002
11.8,11.843000000000004
21.8,21.002000000000002
11.6,10.936000000000002
29.3,28.580000000000005
18.9,16.269000000000005
19.6,19.921000000000003
19.9,20.156999999999986
-5.8,-4.421000000000002
9.1,9.522000000000002
9.1,7.872000000000001
10.4,10.69
6.2,6.507999999999999
7.0,7.539000000000001
8.3,8.614000000000004
17.9,16.652
10.9,10.979
8.8,9.089999999999996
18.1,18.975
20.2,19.589999999999986
27.7,26.860999999999994
22.5,22.475
33.0,32.33500000000001
21.1,21.034000000000006
0.5,0.10799999999999997
14.7,14.770999999999997
12.9,10.392000000000001
27.2,25.663
23.3,22.80500000000001
13.5,13.085000000000003
24.9,24.725
27.0,26.581000000000003
23.9,24.191000000000003
-2.5,-2.2649999999999992
-1.6,-1.2000000000000008
10.4,10.741000000000007
26.9,27.451
11.9,12.991999999999997
26.6,26.390999999999995
17.8,18.641
22.9,23.652
11.5,11.046000000000003
20.3,21.688
7.2,8.107
-3.0,-3.3780000000000037
8.3,8.858999999999998
11.9,12.145
15.8,16.55
24.7,25.794
19.8,19.00099999999999
25.9,23.58000000000001
19.3,19.727000000000004
14.0,14.242999999999995
18.8,19.336
-3.7,-3.4000000000000017
1.8,2.9249999999999994
21.7,21.903000000000002
22.2,21.974999999999994
23.9,23.88599999999999
21.8,20.500999999999987
2.9,3.544999999999999
7.4,7.716000000000003
17.4,17.319000000000003
23.7,23.77699999999999
0.3,1.801
15.3,15.265999999999993
19.7,19.769999999999996
19.9,19.395
23.5,26.103999999999992
21.4,21.723000000000003
9.7,8.712999999999992
-5.5,-5.859999999999998
10.0,11.667
24.8,26.11499999999998
2.2,1.9609999999999996
-0.3,-0.23700000000000002
22.9,22.305000000000003
23.1,23.716999999999985
12.0,11.861999999999998
-8.9,-8.860999999999995
8.4,9.205999999999998
9.8,9.455999999999996
11.2,9.82
5.7,6.7150000000000025
7.4,7.468000000000005
14.0,11.832
-5.8,-5.802000000000003
6.3,6.810000000000001
24.1,24.626000000000005
22.7,22.74000000000002
10.9,10.650000000000002
13.7,13.661999999999999
10.2,10.045
0.0,-0.46699999999999997
8.7,9.535999999999996
3.4,2.8360000000000003
-0.8,-1.8079999999999992
-6.6,-6.119
9.6,10.475999999999997
18.5,19.20599999999999
23.7,23.667
4.7,4.862999999999999
-4.2,-3.634999999999999
17.9,17.575999999999997
13.6,13.82799999999999
6.1,6.617000000000002
10.5,11.356999999999998
6.6,6.611999999999998
24.2,24.160000000000004
23.3,23.590999999999994
16.9,17.290999999999997
9.3,10.204999999999998
5.3,4.962000000000001
17.8,17.725999999999996
24.6,23.053000000000008
9.9,10.552000000000005
21.6,21.561999999999994
-0.4,-1.5620000000000007
-1.7,-1.4660000000000002
23.6,23.784000000000006
15.4,15.285999999999994
15.3,13.591999999999995
23.7,23.868999999999996
20.3,19.357
21.6,21.833999999999993
21.1,22.800000000000008
10.1,9.962
0.3,0.07499999999999997
27.5,26.278000000000006
13.4,14.007999999999997
18.4,18.951000000000004
7.8,7.837999999999998
23.7,23.651999999999994
15.0,14.290000000000006
5.7,4.185999999999999
5.7,5.740999999999999
27.0,25.488999999999987
13.1,12.438000000000006
4.8,5.6530000000000005
25.1,24.772000000000006
15.4,15.708000000000002
5.0,4.892000000000003
17.0,17.944000000000003
9.1,9.677999999999995
26.4,24.679999999999996
17.8,16.967999999999993
9.8,10.061000000000003
13.6,13.213999999999997
5.1,5.2
9.9,9.188000000000006
13.6,14.640999999999995
23.5,23.30399999999999
30.4,29.951999999999995
19.5,19.053
2.0,0.6779999999999999
24.4,24.921000000000003
14.6,15.030000000000003
11.0,10.979000000000001
-1.8,-2.508
20.6,21.307000000000002
14.6,15.613
13.1,13.452999999999998
7.5,6.352
26.9,27.044999999999995
11.4,12.240000000000009
30.4,29.546999999999997
23.9,23.965999999999998
27.2,26.448000000000008
21.8,22.865
3.2,3.239
5.7,5.464000000000001
21.0,20.591000000000005
3.1,2.8909999999999987
-6.2,-7.380999999999997
-4.2,-4.460999999999998
24.2,23.70799999999999
10.3,10.615000000000002
2.4,2.4649999999999994
19.8,19.312
16.4,14.599000000000004
14.8,13.444
2.8,2.318
22.8,23.05899999999999
-0.9,-1.4120000000000008
1.3,1.3659999999999997
22.3,22.503000000000007
-2.6,-2.495
27.5,27.53099999999999
21.1,21.28199999999999
11.1,10.581999999999999
13.5,13.463
0.3,0.8850000000000001
22.3,21.12500000000001
-2.5,-1.475
9.8,9.885000000000003
18.3,18.708
2.6,3.904
4.6,4.2209999999999965
11.0,12.379000000000001
23.6,22.793000000000006
15.0,14.847999999999997
27.4,27.69199999999999
7.2,6.262000000000003
-0.8,-1.6749999999999998
21.3,21.17299999999999
25.5,24.194000000000003
4.0,3.9389999999999987
28.7,28.466999999999974
-1.8,-2.4230000000000005
22.1,22.721000000000018
6.7,8.107999999999997
31.9,32.027000000000015
4.3,4.116999999999999
14.9,14.523
29.1,28.962999999999987
6.2,4.505
2.5,3.212000000000001
25.5,24.994000000000014
11.5,12.217
-2.2,-1.58
16.7,17.739000000000004
16.4,17.209000000000003
-0.7,0.050000000000000044
6.0,6.22
24.1,24.37
17.4,16.371999999999996
21.2,21.67800000000001
10.2,11.817000000000002
13.2,13.183000000000002
8.0,7.795999999999996
28.8,28.569999999999986
13.7,14.993999999999998
-1.1,-1.38
13.5,11.403999999999996
27.0,26.984999999999992
5.2,5.690999999999997
10.6,11.583
